name,property_type,price,security_deposit,cleaning_fee,extra_people_fee,guests_included,minimum_nights,cancellation_policy,accommodates,bedrooms,beds,bed_type,bathrooms,country,number_of_reviews,review_scores_rating
İstanbul'un Merkezinde Sessiz ve Güvenli Eviniz,Apartment,475.0,0.0,119.0,89.0,2.0,2,flexible,4,1.0,1.0,Real Bed,1.0,Turkey,0,
APART HOTEL,Boutique hotel,121.0,0.0,0.0,50.0,1.0,1,flexible,16,1.0,1.0,Real Bed,1.0,Turkey,0,
Istanbul Ortakoy Besiktas Boutique Hotel 3 Person,Boutique hotel,221.0,0.0,0.0,0.0,1.0,1,flexible,3,1.0,2.0,Real Bed,1.0,Turkey,0,
"chic& NEW,24 hr security 1min to CAUSEWAY BAY mtr",Apartment,848.0,0.0,200.0,0.0,1.0,1,strict_14_with_grace_period,6,1.0,3.0,Real Bed,1.0,Hong Kong,11,91.0
[Cozy 天空之城] 2mins near Tsim Sha Tsui Station,Apartment,879.0,0.0,0.0,0.0,1.0,2,flexible,3,0.0,2.0,Real Bed,1.0,Hong Kong,8,93.0
Copacabana - Beautiful Small Place,Apartment,601.0,0.0,80.0,0.0,1.0,30,moderate,2,1.0,1.0,Real Bed,1.0,Brazil,0,
Private room with sunny terrace of 200m2. 6,Apartment,10.0,450.0,55.0,0.0,1.0,120,strict_14_with_grace_period,10,1.0,1.0,Real Bed,3.0,Spain,0,
Room “Elegance” in Barcelona centrum.,Apartment,55.0,0.0,0.0,10.0,1.0,1,flexible,2,0.0,1.0,Real Bed,1.0,Spain,4,95.0
2 chambre appartement a louer downtown,Loft,301.0,140.0,30.0,40.0,1.0,1,flexible,4,2.0,2.0,Real Bed,1.0,Canada,0,
Cozy room with a private bathroom!,House,50.0,0.0,0.0,0.0,1.0,7,moderate,1,1.0,1.0,Real Bed,1.0,Canada,2,100.0
3+1 evimiz metrobüse 10 dakika yürüme mesafesi,Apartment,100.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,2.0,Real Bed,1.0,Turkey,0,
Logement impeccable et tranquille,Condominium,66.0,200.0,14.0,0.0,1.0,5,moderate,4,2.0,2.0,Real Bed,1.0,Canada,0,
Beautiful house with terrace & Wifi,House,67.0,500.0,0.0,0.0,1.0,2,super_strict_30,6,2.0,3.0,Real Bed,1.0,Portugal,0,
Espaço de paz e alegria,Apartment,78.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Brazil,0,
Awesome house in the west side of Rio de Janeiro,House,392.0,0.0,150.0,50.0,4.0,2,strict_14_with_grace_period,8,4.0,4.0,Real Bed,3.0,Brazil,0,
PRIVATE TERRACE *** 3 ROOM *** TAKSIM,Apartment,448.0,0.0,60.0,60.0,3.0,3,strict_14_with_grace_period,6,2.0,6.0,Real Bed,1.0,Turkey,2,100.0
香港傳統唐樓@時尚空間 RA 房大雙人床,Condominium,283.0,5000.0,200.0,50.0,1.0,28,flexible,2,1.0,1.0,Real Bed,1.0,Hong Kong,0,
Bright 1BR in Griffintown Floor #4 by Sonder,Apartment,76.0,400.0,95.0,7.0,2.0,2,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Canada,0,
Belinha Apartments - Lapa Studio,Apartment,60.0,0.0,15.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Portugal,1,100.0
Cozy Room (Girls only) Quiet area/Sagrada Familia,Apartment,30.0,0.0,10.0,0.0,1.0,1,flexible,1,0.0,1.0,Real Bed,1.0,Spain,4,100.0
Apartment For Rent Near Camp Nou,Apartment,105.0,250.0,79.0,20.0,4.0,3,strict_14_with_grace_period,6,3.0,6.0,Real Bed,2.0,Spain,32,79.0
Causeway bay serviced apartment max for 3 people,Serviced apartment,1201.0,1000.0,0.0,0.0,1.0,1,strict_14_with_grace_period,3,0.0,2.0,Real Bed,1.0,Hong Kong,0,
Lovely en-suite bedroom in city center,Bed and breakfast,69.0,250.0,50.0,20.0,2.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,2,
"Nice Cozy Room in BROOKLYN, NYC, NY, Bushwick",House,33.0,0.0,15.0,0.0,1.0,3,moderate,2,1.0,2.0,Real Bed,1.0,United States,166,96.0
Porto com Alma,Apartment,45.0,0.0,0.0,22.0,2.0,3,strict_14_with_grace_period,4,2.0,2.0,Real Bed,1.0,Portugal,0,
Individual SUITE in Sheung Wan area,Guest suite,400.0,0.0,150.0,0.0,1.0,2,flexible,1,0.0,1.0,Real Bed,1.0,Hong Kong,2,90.0
"HL408(Fourfold RM)Mong Kok MTR STATION,FREE WI-FI",Hostel,534.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Hong Kong,0,
Bedroom next to the subway station Flamengo,Apartment,138.0,800.0,160.0,75.0,2.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Brazil,1,100.0
Sessiz ve güvenli bir ev,Serviced apartment,58.0,0.0,30.0,0.0,1.0,1,flexible,2,1.0,2.0,Real Bed,1.0,Turkey,0,
Private & comfy bedroom - Best Sunrise views,Apartment,23.0,500.0,14.0,7.0,1.0,10,flexible,1,1.0,1.0,Real Bed,1.0,Canada,0,
"Cosy Room for Passengers in Beşiktaş, İstanbul!",Apartment,127.0,0.0,0.0,50.0,2.0,2,flexible,2,1.0,2.0,Real Bed,1.0,Turkey,0,
Olympic Port apartments,Apartment,600.0,0.0,0.0,0.0,1.0,3,flexible,12,6.0,10.0,Real Bed,4.0,Spain,1,
180 Degree Bosphorus View Apt with Balconies,Apartment,1698.0,0.0,0.0,0.0,5.0,1,super_strict_30,5,3.0,3.0,Real Bed,2.0,Turkey,0,
Copacabana Apartment Near Beach and Subway,Apartment,149.0,0.0,127.0,0.0,1.0,3,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,Brazil,0,
尖沙咀·【summer 】獨立舒適雙人房·近紅磡體育館和美麗華·The one·樓下韓食街,House,581.0,0.0,0.0,0.0,1.0,1,flexible,2,0.0,1.0,Real Bed,1.0,Hong Kong,1,80.0
Classic French Villa with 4 Parkinks (7# Room),Villa,55.0,0.0,20.0,10.0,2.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Canada,0,
Quiet and clean apartment.,Apartment,43.0,0.0,0.0,0.0,1.0,5,flexible,1,1.0,1.0,Real Bed,1.0,Australia,0,
STUDIO FOR RENT 0+1 (1),Apartment,221.0,0.0,0.0,0.0,1.0,1,flexible,3,0.0,1.0,Real Bed,1.0,Turkey,0,
BEŞBEŞ,Apartment,121.0,0.0,0.0,0.0,1.0,2,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,0,
Private Garden “Pi House Villa Garden” in Cihangir,Apartment,316.0,530.0,232.0,149.0,2.0,2,strict_14_with_grace_period,4,2.0,4.0,Real Bed,1.0,Turkey,1,100.0
Private roon / Quarto individual,Apartment,399.0,0.0,0.0,0.0,1.0,10,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Brazil,0,
Dee Why Home with a View,Apartment,266.0,500.0,100.0,0.0,1.0,2,strict_14_with_grace_period,7,2.0,4.0,Real Bed,1.0,Australia,5,100.0
"Bosphorusbridge view, high ceiling,balcony  12sq",Apartment,248.0,0.0,0.0,0.0,1.0,4,flexible,4,0.0,1.0,Real Bed,1.0,Turkey,0,
Cozy Harlem Home,Apartment,125.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,United States,0,
Chic 1BR in Griffintown Floor #2 by Sonder,Apartment,81.0,400.0,95.0,7.0,2.0,2,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Canada,0,
"Chateau Tijucano (amplo, iluminado e tranquilo)",Apartment,201.0,0.0,0.0,0.0,1.0,1,flexible,5,2.0,4.0,Real Bed,2.0,Brazil,3,100.0
Piso muy grande con 6 habitaciones en el centro,Apartment,168.0,0.0,0.0,0.0,1.0,32,flexible,13,6.0,12.0,Real Bed,3.5,Spain,0,
2BR apartment on St-Laurent. Heart of the Plateau!,Apartment,89.0,400.0,60.0,0.0,1.0,2,strict_14_with_grace_period,4,2.0,2.0,Real Bed,1.0,Canada,0,
Cómoda habitación individual + baño privado,Apartment,27.0,1200.0,0.0,10.0,1.0,32,strict_14_with_grace_period,1,1.0,1.0,Real Bed,3.0,Spain,0,
Penthouse 3 bedrooms apartment B376,Apartment,262.0,300.0,80.0,0.0,6.0,1,strict_14_with_grace_period,6,3.0,5.0,Real Bed,2.0,Spain,1,100.0
[Darling Harbour] Private Room in Morden House,Townhouse,37.0,150.0,0.0,40.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Real Bed,2.5,Australia,4,80.0
Copacabana 3 rooms 3 wcs garage,Condominium,451.0,0.0,210.0,50.0,9.0,3,strict_14_with_grace_period,10,3.0,7.0,Real Bed,3.0,Brazil,0,
Kadikoy Kalamis Suit-HugeTerras with Sea View !,Loft,833.0,0.0,328.0,0.0,1.0,1,strict_14_with_grace_period,2,0.0,2.0,Real Bed,1.0,Turkey,0,
Happy people Ramblas Harbour 3 bedrooms appartment for 3 people,Apartment,300.0,0.0,0.0,0.0,3.0,1,strict_14_with_grace_period,3,2.0,4.0,Real Bed,1.0,Spain,0,
OPORTO GUEST Luxury Apartments 2,Apartment,75.0,0.0,0.0,0.0,1.0,2,flexible,4,1.0,2.0,Real Bed,1.0,Portugal,0,
Kactus Hotel & Service Apartment Type 3,Boutique hotel,447.0,0.0,50.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,5,96.0
Family Room - Idylle Hotel,Boutique hotel,891.0,0.0,0.0,0.0,3.0,1,flexible,3,1.0,1.0,Real Bed,1.0,Turkey,0,
"Taksim, Beyoğlu, Turkey Deluxe Room Sq. 3 Min.Walk",Boutique hotel,111.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,1,100.0
DA'Home - Boavista Beautiful Apartment,Apartment,55.0,0.0,15.0,5.0,2.0,2,moderate,3,1.0,1.0,Real Bed,1.0,Portugal,5,96.0
Cozy 1-BR in Luxury Complex with a View,Apartment,675.0,1500.0,280.0,250.0,2.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,2,100.0
Dorion Village Montréal,Apartment,70.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Canada,0,
Room&Yard... Pl. España,Apartment,38.0,0.0,5.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Spain,0,
"Ipanema, cozy room",Apartment,560.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Brazil,0,
The Getaway Van - DEEP SEA,Camper/RV,59.0,0.0,0.0,0.0,2.0,3,strict_14_with_grace_period,4,0.0,2.0,Real Bed,1.0,Portugal,0,
LEBLON 1 BED FLAT BEST LOCATION,Apartment,160.0,734.0,174.0,87.0,1.0,4,strict_14_with_grace_period,3,1.0,2.0,Real Bed,1.0,Brazil,11,82.0
CASA DA CORUJA,House,172.0,0.0,120.0,150.0,1.0,3,moderate,7,2.0,5.0,Real Bed,2.0,Brazil,0,
"Cozy room in Trinitat Vella, 15 min center BCN",Apartment,25.0,0.0,10.0,0.0,1.0,1,flexible,2,1.0,2.0,Real Bed,1.0,Spain,6,100.0
"ESPECTACULAR Vista Con Terraza MONTAŃA, Luminoso",Apartment,15.0,0.0,0.0,0.0,1.0,30,flexible,2,1.0,1.0,Real Bed,1.0,Spain,0,
,Apartment,250.0,0.0,250.0,250.0,1.0,1,moderate,2,1.0,4.0,Real Bed,2.0,Brazil,0,
地鐵上蓋單間短租,House,243.0,0.0,0.0,0.0,1.0,1,flexible,1,2.0,1.0,Real Bed,1.0,Hong Kong,1,100.0
"AMAZED VISUAL  EXCELENTE LOCALIZAÇAO, ACONCHEGANTE",Apartment,257.0,800.0,160.0,0.0,1.0,5,strict_14_with_grace_period,4,1.0,3.0,Real Bed,1.5,Brazil,10,96.0
★LAVANTA HOTEL★ SINGLE ROOM + BREAKFAST in TAKSIM,Hotel,195.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Turkey,0,
Cozy house 10 min from SAW airport w/ King Bed,Apartment,79.0,0.0,0.0,0.0,1.0,1,flexible,3,2.0,2.0,Real Bed,1.0,Turkey,2,70.0
8br DUPLEX in Plateau Mont Royal!,Apartment,199.0,1000.0,160.0,40.0,12.0,1,strict_14_with_grace_period,16,8.0,10.0,Real Bed,2.0,Canada,0,
"Metrobuse,ulasima yakin lüks daire",House,142.0,0.0,250.0,0.0,1.0,1,flexible,5,2.0,2.0,Real Bed,1.0,Turkey,0,
Perfectly located 2-bedroom place near Ramblas,Apartment,46.0,1400.0,60.0,5.0,5.0,31,flexible,6,2.0,4.0,Real Bed,1.0,Spain,0,
Sucá Apartments - in the heart of Porto (Apt3),Apartment,60.0,150.0,25.0,0.0,2.0,1,moderate,2,1.0,2.0,Real Bed,1.0,Portugal,1,100.0
Center - Apartment,Apartment,119.0,1000.0,150.0,50.0,2.0,2,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,Brazil,35,96.0
Artsy Co-living 共住空間 (Double雙人) E 油麻地 Yau Ma Tei,Apartment,283.0,0.0,0.0,0.0,1.0,28,strict_14_with_grace_period,2,1.0,1.0,Real Bed,2.0,Hong Kong,1,60.0
"Casa numa Ilha Na Barra da Tijuca, Rio de Janeiro",House,500.0,0.0,0.0,0.0,1.0,3,flexible,6,2.0,3.0,Real Bed,2.0,Brazil,0,
Quarto para a Copa do Mundo 2014 RJ,Apartment,399.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Brazil,0,
"new, cosy, closed to metro station, boat piere,",Apartment,237.0,550.0,150.0,50.0,1.0,2,flexible,4,2.0,3.0,Real Bed,1.0,Turkey,1,100.0
Historical Center Apartment 2B by Porto City Hosts,Apartment,26.0,100.0,20.0,15.0,1.0,2,moderate,3,1.0,1.0,Real Bed,1.0,Portugal,0,
"Beylerbeyineyürüme mesefesinde , metrobüse 100mt.",Apartment,427.0,0.0,30.0,42.0,4.0,1,flexible,8,2.0,4.0,Real Bed,1.0,Turkey,0,
Charming Suite with AC + bathroom in Ipanema,Apartment,142.0,500.0,50.0,0.0,2.0,2,moderate,2,1.0,1.0,Real Bed,1.0,Brazil,0,
Welcome to my sweet home!!,Apartment,353.0,0.0,0.0,100.0,2.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,1,100.0
Desirable 1BR in Griffintown Floor #3 by Sonder,Apartment,76.0,400.0,95.0,7.0,2.0,2,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Canada,1,100.0
【福田口岸/香港落马洲】精品舒适一居室,House,393.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,China,0,
Ataşehir,Apartment,279.0,0.0,0.0,0.0,1.0,1,flexible,3,1.0,2.0,Real Bed,1.0,Turkey,0,
Private room for solo travellers,Apartment,179.0,0.0,0.0,0.0,1.0,2,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Turkey,0,
Stay at the Country Residence,Serviced apartment,500.0,1000.0,200.0,50.0,3.0,1,strict_14_with_grace_period,4,2.0,3.0,Real Bed,2.0,Brazil,0,
Cozy Apartment on Sortidor Square,Apartment,96.0,300.0,70.0,20.0,2.0,3,strict_14_with_grace_period,4,2.0,3.0,Real Bed,1.0,Spain,0,
Centre of Barcelona Room in penthouse with terrace,Apartment,120.0,100.0,50.0,10.0,1.0,4,flexible,2,1.0,1.0,Real Bed,1.0,Spain,1,100.0
Roomlord Single Capsule 7B - Mixed,Apartment,526.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Hong Kong,0,
Bolhão 424 · Brand New apt @CityCenter - AC+washer,Apartment,54.0,100.0,20.0,0.0,4.0,2,moderate,4,2.0,4.0,Real Bed,1.0,Portugal,0,
"Modern & Cozy 2BR apartment@ Nathan Road, 5-6 pax",Apartment,801.0,0.0,150.0,50.0,4.0,1,strict_14_with_grace_period,6,2.0,4.0,Real Bed,1.5,Hong Kong,1,100.0
BEAUTIFUL PRIVATE ROOM 1 MINUTE FROM METRO STATION,Bed and breakfast,25.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Canada,0,
Studio with a inner patio (with daily clean),Serviced apartment,100.0,0.0,0.0,0.0,1.0,1,flexible,2,0.0,1.0,Real Bed,1.0,Portugal,0,
Sun and leisure close Barra Beach,Apartment,298.0,400.0,90.0,0.0,2.0,2,flexible,4,1.0,2.0,Real Bed,1.0,Brazil,16,98.0
Amazing Industrial 4 bedroom Loft,Apartment,200.0,500.0,100.0,20.0,4.0,3,strict_14_with_grace_period,10,4.0,5.0,Real Bed,1.0,Canada,0,
Great apartment in Ipanema!!,Apartment,3544.0,7460.0,0.0,0.0,1.0,3,strict_14_with_grace_period,6,3.0,4.0,Real Bed,3.0,Brazil,0,
2 Suítes em Ipanema - Carnaval,Guest suite,1201.0,0.0,0.0,0.0,1.0,4,flexible,4,2.0,2.0,Real Bed,3.0,Brazil,0,
Quarto confortável e aconchegante para  férias!,Apartment,78.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,3.0,Real Bed,1.0,Brazil,0,
mountain pied-a-terre in the heart of Hong Kong,Apartment,714.0,1600.0,200.0,200.0,2.0,1,flexible,3,1.0,1.0,Real Bed,1.0,Hong Kong,1,80.0
"Ótimo quarto,  wifi, melhor local do Recreio",Apartment,45.0,0.0,70.0,20.0,1.0,3,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,Brazil,0,
Apt Rio Centro-   HINODE/ROCK IN RIO,Apartment,90.0,0.0,0.0,50.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Brazil,0,
Kactus Hotel & Service Apartment Type 4,Boutique hotel,447.0,0.0,50.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Hong Kong,10,100.0
Beautiful apartment froint to the beach with pool,Condominium,79.0,0.0,0.0,0.0,1.0,2,flexible,7,3.0,5.0,Real Bed,2.0,Portugal,0,
Family Apartment with Balcony in Gracia - 1821,Serviced apartment,200.0,200.0,45.0,14.0,2.0,3,moderate,6,3.0,4.0,Real Bed,1.0,Spain,0,
Ideal apartment for families. With gorgeous views,Apartment,40.0,200.0,75.0,0.0,1.0,31,flexible,5,3.0,4.0,Real Bed,1.0,Spain,0,
"Enchanting Oasis, nestled in Downtown Montreal",Loft,350.0,140.0,60.0,25.0,4.0,1,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,Canada,31,97.0
"Cozy room at Hollywood Road, Sheung Wan.",Bed and breakfast,298.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Hong Kong,0,
ZT Homes Economic Suite,Serviced apartment,174.0,0.0,173.0,0.0,1.0,3,flexible,3,1.0,1.0,Real Bed,1.0,Turkey,0,
İstanbulun en merkezi ve tarihi ilçesinde yaşam,Apartment,132.0,0.0,50.0,170.0,2.0,1,flexible,1,2.0,2.0,Real Bed,1.0,Turkey,0,
Appartment Loft style,Apartment,38.0,0.0,0.0,0.0,1.0,1,flexible,2,0.0,1.0,Real Bed,1.0,Canada,7,87.0
NY WORLD KONAKLAMA,Bed and breakfast,269.0,0.0,0.0,0.0,1.0,1,flexible,4,1.0,3.0,Real Bed,1.0,Turkey,0,
Quarto p estudante,Casa particular (Cuba),56.0,0.0,0.0,0.0,1.0,3,flexible,1,1.0,1.0,Real Bed,1.0,Brazil,2,60.0
"Room w' priv bathroom, breakfast in best location!",Apartment,50.0,0.0,20.0,20.0,1.0,1,strict_14_with_grace_period,4,1.0,3.0,Real Bed,1.0,Spain,1,100.0
Sheung Wan Room in Flat Share(Sw21e),Apartment,173.0,0.0,0.0,0.0,1.0,29,flexible,1,1.0,1.0,Real Bed,1.0,Hong Kong,0,
¤¤Barrio Gótico de Barcelona,Apartment,39.0,0.0,50.0,10.0,2.0,2,strict_14_with_grace_period,4,1.0,3.0,Real Bed,1.0,Spain,1,80.0
Apartamento prox praia leblon,Condominium,1999.0,0.0,0.0,0.0,1.0,2,flexible,8,3.0,3.0,Real Bed,2.0,Brazil,0,
UNIQUE DUPLEX PENTHOUSE IN IPANEMA,Apartment,474.0,700.0,160.0,0.0,1.0,4,strict_14_with_grace_period,5,2.0,2.0,Real Bed,2.0,Brazil,16,99.0
"Depto. en Copacabana, wifi, una cuadra de la playa",Apartment,1119.0,988.0,175.0,0.0,1.0,5,flexible,4,2.0,2.0,Real Bed,1.0,Brazil,0,
"Bright, Clean, Quiet, Modern",House,65.0,100.0,0.0,30.0,1.0,5,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,55,97.0
精致双人套房@深水埗,Condominium,518.0,0.0,80.0,0.0,1.0,1,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Hong Kong,0,
"1Family Vacation Suite RAMBL Street, Port of Colom",Condominium,45.0,100.0,30.0,30.0,3.0,3,strict_14_with_grace_period,5,1.0,3.0,Real Bed,1.0,Spain,0,
Close to EELS rugby club n CBD,Apartment,14.0,0.0,0.0,0.0,1.0,2,flexible,4,1.0,4.0,Real Bed,1.0,Australia,5,84.0
Spacious apt with 360-degree view in HK Island,Apartment,1201.0,2000.0,120.0,0.0,1.0,2,flexible,2,0.0,1.0,Real Bed,1.0,Hong Kong,0,
Stone Wall Apartment,Apartment,79.0,0.0,35.0,15.0,2.0,2,moderate,7,3.0,5.0,Real Bed,2.0,Portugal,0,
Carnaval  Inesquecível no Rio de Janeiro,Apartment,164.0,380.0,120.0,140.0,1.0,4,flexible,4,2.0,4.0,Real Bed,1.0,Brazil,0,
Plaza Real Room,Apartment,85.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,2.0,Real Bed,1.0,Spain,8,100.0
Cosy private room in the heart of Montreal!,Apartment,44.0,0.0,25.0,10.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,Canada,0,
Room with private bathroom.,Apartment,55.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Spain,0,
Triple Room (Private Bathroom) 3 人套房,Apartment,440.0,0.0,0.0,0.0,3.0,1,strict_14_with_grace_period,3,1.0,3.0,Real Bed,1.0,Hong Kong,0,
Vem pro Flamengo!,Apartment,71.0,0.0,70.0,0.0,1.0,2,flexible,1,1.0,1.0,Real Bed,1.0,Brazil,0,
Prince Edward-Sofa Bed,House,157.0,0.0,50.0,100.0,1.0,3,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Hong Kong,2,100.0
"*PARKING* Classy, Comfy and Clean Apt near Dtown!",Apartment,79.0,0.0,35.0,0.0,1.0,1,moderate,4,2.0,2.0,Real Bed,1.0,Canada,5,72.0
Hennessy Cozy washer Wifi MTR #SA,Apartment,801.0,3919.0,314.0,392.0,2.0,7,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Hong Kong,24,93.0
Nice room available in central(ml9b),Apartment,283.0,0.0,0.0,0.0,1.0,29,flexible,1,0.0,1.0,Real Bed,1.0,Hong Kong,0,
Ev,Apartment,90.0,0.0,0.0,0.0,1.0,1,flexible,2,2.0,2.0,Real Bed,1.0,Turkey,0,
Casinha Aconchegante na área mais boêmia do RJ,Tiny house,127.0,0.0,0.0,0.0,1.0,1,flexible,4,1.0,1.0,Real Bed,1.0,Brazil,0,
Pardal Apartment by JC,Apartment,209.0,0.0,0.0,0.0,1.0,2,flexible,12,6.0,10.0,Real Bed,2.5,Portugal,0,
CHAMBRE NON FUMEUR AVEC SA CLÉ (FEMALE ONLY),Apartment,35.0,0.0,0.0,0.0,1.0,2,flexible,1,1.0,1.0,Real Bed,1.0,Canada,1,
Copacabana 3 quartos SF,Apartment,1201.0,1500.0,150.0,0.0,6.0,7,strict_14_with_grace_period,6,3.0,3.0,Real Bed,1.5,Brazil,0,
Kai uli Beachfront Estate Laumilo,House,1295.0,1000.0,685.0,0.0,1.0,7,strict_14_with_grace_period,16,5.0,11.0,Real Bed,5.5,United States,0,
Super Central Double Room & Free Breakfast (A),Bed and breakfast,25.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,2.0,Spain,0,
"A hidden gem, 8 min from Causeway Bay",Apartment,502.0,0.0,420.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Hong Kong,2,90.0
Habitación centro example,Apartment,51.0,0.0,15.0,10.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,0,
"Ilikai 1 Bedroom Deluxe Harbor View, Minutes to the Beach!",Condominium,287.0,0.0,231.0,17.0,2.0,1,super_strict_60,4,1.0,3.0,Real Bed,1.0,United States,0,
Private Master Room Close To Beach,Apartment,80.0,0.0,15.0,50.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Australia,1,100.0
Triple Bedroom with City View,Hotel,298.0,0.0,0.0,0.0,1.0,1,flexible,3,1.0,2.0,Real Bed,1.0,Hong Kong,3,100.0
【官宣!我们】国贸||罗湖口岸||老街||万象城||大屏投影仪||重工业风二,Boutique hotel,385.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,1.0,China,0,
#308 Triple Room at TST Separate Bath/MTR 1 minute,Condominium,447.0,0.0,0.0,0.0,1.0,1,moderate,3,1.0,2.0,Real Bed,1.0,Hong Kong,0,
Lux 2 bedroom/2 bath/2 balconies/free parking,Condominium,149.0,250.0,69.0,20.0,4.0,2,strict_14_with_grace_period,5,2.0,3.0,Real Bed,2.0,Canada,0,
Quite flat in the heart of Gràcia,Apartment,45.0,150.0,0.0,15.0,1.0,3,flexible,3,2.0,2.0,Real Bed,1.0,Spain,22,83.0
Double 02 CasanovaRooms Barcelona,Bed and breakfast,40.0,0.0,5.0,5.0,1.0,2,moderate,2,1.0,1.0,Real Bed,2.0,Spain,229,94.0
Apartment near the US Open,Apartment,150.0,0.0,0.0,75.0,1.0,1,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,United States,0,
Private room near Wanchai MTR station,Apartment,447.0,0.0,100.0,200.0,2.0,1,moderate,2,1.0,2.0,Real Bed,1.0,Hong Kong,6,60.0
Beautiful -  Upper West Side,Apartment,250.0,200.0,200.0,0.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,United States,6,97.0
CENTRAL APARTMENT 1min to RAMBLAS,Apartment,150.0,0.0,50.0,0.0,1.0,2,strict_14_with_grace_period,6,2.0,4.0,Real Bed,1.0,Spain,0,
Large 1-bedroom in Brooklyn,Apartment,115.0,500.0,0.0,0.0,1.0,7,flexible,2,1.0,1.0,Real Bed,1.0,United States,6,83.0
罗湖/文锦渡口岸､地王万象城､东门商圈､黄贝岭地铁+1.8米大床+公寓式酒店+日租､月租､短租,Apartment,699.0,0.0,0.0,0.0,1.0,1,flexible,2,0.0,1.0,Real Bed,1.5,China,0,
Montreal downtown cando Bonaventure metro station,Apartment,101.0,0.0,65.0,15.0,2.0,1,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,Canada,0,
Modern One Bedroom Apartment in Eixample Area B142,Apartment,197.0,300.0,55.0,0.0,2.0,1,strict_14_with_grace_period,2,1.0,3.0,Real Bed,1.0,Spain,0,
Hortes: Acogedor studio/apartamento en Poble Sec,Apartment,32.0,0.0,0.0,0.0,1.0,32,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,0,
